ID,Datetime,Count
240,4/9/2012 0:00,13824000
241,4/9/2012 1:00,13997521
242,4/9/2012 2:00,14172488
243,4/9/2012 3:00,14348907
244,4/9/2012 4:00,14526784
245,4/9/2012 5:00,14706125
246,4/9/2012 6:00,14886936
247,4/9/2012 7:00,15069223
248,4/9/2012 8:00,15252992
249,4/9/2012 9:00,15438249
250,4/9/2012 10:00,15625000
251,4/9/2012 11:00,15813251
252,4/9/2012 12:00,16003008
253,4/9/2012 13:00,16194277
254,4/9/2012 14:00,16387064
255,4/9/2012 15:00,16581375
256,4/9/2012 16:00,16777216
257,4/9/2012 17:00,16974593
258,4/9/2012 18:00,17173512
259,4/9/2012 19:00,17373979
260,4/9/2012 20:00,17576000
261,4/9/2012 21:00,17779581
262,4/9/2012 22:00,17984728
263,4/9/2012 23:00,18191447
264,5/9/2012 0:00,18399744
265,5/9/2012 1:00,18609625
266,5/9/2012 2:00,18821096
267,5/9/2012 3:00,19034163
268,5/9/2012 4:00,19248832
269,5/9/2012 5:00,19465109
270,5/9/2012 6:00,19683000
271,5/9/2012 7:00,19902511
272,5/9/2012 8:00,20123648
273,5/9/2012 9:00,20346417
274,5/9/2012 10:00,20570824
275,5/9/2012 11:00,20796875
276,5/9/2012 12:00,21024576
277,5/9/2012 13:00,21253933
278,5/9/2012 14:00,21484952
279,5/9/2012 15:00,21717639
280,5/9/2012 16:00,21952000
281,5/9/2012 17:00,22188041
282,5/9/2012 18:00,22425768
283,5/9/2012 19:00,22665187
284,5/9/2012 20:00,22906304
285,5/9/2012 21:00,23149125
286,5/9/2012 22:00,23393656
287,5/9/2012 23:00,23639903
288,6/9/2012 0:00,23887872
289,6/9/2012 1:00,24137569
290,6/9/2012 2:00,24389000
291,6/9/2012 3:00,24642171
292,6/9/2012 4:00,24897088
293,6/9/2012 5:00,25153757
294,6/9/2012 6:00,25412184
295,6/9/2012 7:00,25672375
296,6/9/2012 8:00,25934336
297,6/9/2012 9:00,26198073
298,6/9/2012 10:00,26463592
299,6/9/2012 11:00,26730899
300,6/9/2012 12:00,27000000
301,6/9/2012 13:00,27270901
302,6/9/2012 14:00,27543608
303,6/9/2012 15:00,27818127
304,6/9/2012 16:00,28094464
305,6/9/2012 17:00,28372625
306,6/9/2012 18:00,28652616
307,6/9/2012 19:00,28934443
308,6/9/2012 20:00,29218112
309,6/9/2012 21:00,29503629
310,6/9/2012 22:00,29791000
311,6/9/2012 23:00,30080231
312,7/9/2012 0:00,30371328
313,7/9/2012 1:00,30664297
314,7/9/2012 2:00,30959144
315,7/9/2012 3:00,31255875
316,7/9/2012 4:00,31554496
317,7/9/2012 5:00,31855013
318,7/9/2012 6:00,32157432
319,7/9/2012 7:00,32461759
320,7/9/2012 8:00,32768000
321,7/9/2012 9:00,33076161
322,7/9/2012 10:00,33386248
323,7/9/2012 11:00,33698267
324,7/9/2012 12:00,34012224
325,7/9/2012 13:00,34328125
326,7/9/2012 14:00,34645976
327,7/9/2012 15:00,34965783
328,7/9/2012 16:00,35287552
329,7/9/2012 17:00,35611289
330,7/9/2012 18:00,35937000
331,7/9/2012 19:00,36264691
332,7/9/2012 20:00,36594368
333,7/9/2012 21:00,36926037
334,7/9/2012 22:00,37259704
335,7/9/2012 23:00,37595375
336,8/9/2012 0:00,37933056
337,8/9/2012 1:00,38272753
338,8/9/2012 2:00,38614472
339,8/9/2012 3:00,38958219
340,8/9/2012 4:00,39304000
341,8/9/2012 5:00,39651821
342,8/9/2012 6:00,40001688
343,8/9/2012 7:00,40353607
344,8/9/2012 8:00,40707584
345,8/9/2012 9:00,41063625
346,8/9/2012 10:00,41421736
347,8/9/2012 11:00,41781923
348,8/9/2012 12:00,42144192
349,8/9/2012 13:00,42508549
350,8/9/2012 14:00,42875000
351,8/9/2012 15:00,43243551
352,8/9/2012 16:00,43614208
353,8/9/2012 17:00,43986977
354,8/9/2012 18:00,44361864
355,8/9/2012 19:00,44738875
356,8/9/2012 20:00,45118016
357,8/9/2012 21:00,45499293
358,8/9/2012 22:00,45882712
359,8/9/2012 23:00,46268279
360,9/9/2012 0:00,46656000
361,9/9/2012 1:00,47045881
362,9/9/2012 2:00,47437928
363,9/9/2012 3:00,47832147
364,9/9/2012 4:00,48228544
365,9/9/2012 5:00,48627125
366,9/9/2012 6:00,49027896
367,9/9/2012 7:00,49430863
368,9/9/2012 8:00,49836032
369,9/9/2012 9:00,50243409
370,9/9/2012 10:00,50653000
371,9/9/2012 11:00,51064811
372,9/9/2012 12:00,51478848
373,9/9/2012 13:00,51895117
374,9/9/2012 14:00,52313624
375,9/9/2012 15:00,52734375
376,9/9/2012 16:00,53157376
377,9/9/2012 17:00,53582633
378,9/9/2012 18:00,54010152
379,9/9/2012 19:00,54439939
380,9/9/2012 20:00,54872000
381,9/9/2012 21:00,55306341
382,9/9/2012 22:00,55742968
383,9/9/2012 23:00,56181887
384,10/9/2012 0:00,56623104
385,10/9/2012 1:00,57066625
386,10/9/2012 2:00,57512456
387,10/9/2012 3:00,57960603
388,10/9/2012 4:00,58411072
389,10/9/2012 5:00,58863869
390,10/9/2012 6:00,59319000
391,10/9/2012 7:00,59776471
392,10/9/2012 8:00,60236288
393,10/9/2012 9:00,60698457
394,10/9/2012 10:00,61162984
395,10/9/2012 11:00,61629875
396,10/9/2012 12:00,62099136
397,10/9/2012 13:00,62570773
398,10/9/2012 14:00,63044792
399,10/9/2012 15:00,63521199
400,10/9/2012 16:00,64000000
401,10/9/2012 17:00,64481201
402,10/9/2012 18:00,64964808
403,10/9/2012 19:00,65450827
404,10/9/2012 20:00,65939264
405,10/9/2012 21:00,66430125
406,10/9/2012 22:00,66923416
407,10/9/2012 23:00,67419143
408,11/9/2012 0:00,67917312
409,11/9/2012 1:00,68417929
410,11/9/2012 2:00,68921000
411,11/9/2012 3:00,69426531
412,11/9/2012 4:00,69934528
413,11/9/2012 5:00,70444997
414,11/9/2012 6:00,70957944
415,11/9/2012 7:00,71473375
416,11/9/2012 8:00,71991296
417,11/9/2012 9:00,72511713
418,11/9/2012 10:00,73034632
419,11/9/2012 11:00,73560059
420,11/9/2012 12:00,74088000
421,11/9/2012 13:00,74618461
422,11/9/2012 14:00,75151448
423,11/9/2012 15:00,75686967
424,11/9/2012 16:00,76225024
425,11/9/2012 17:00,76765625
426,11/9/2012 18:00,77308776
427,11/9/2012 19:00,77854483
428,11/9/2012 20:00,78402752
429,11/9/2012 21:00,78953589
430,11/9/2012 22:00,79507000
431,11/9/2012 23:00,80062991
432,12/9/2012 0:00,80621568
433,12/9/2012 1:00,81182737
434,12/9/2012 2:00,81746504
435,12/9/2012 3:00,82312875
436,12/9/2012 4:00,82881856
437,12/9/2012 5:00,83453453
438,12/9/2012 6:00,84027672
439,12/9/2012 7:00,84604519
440,12/9/2012 8:00,85184000
441,12/9/2012 9:00,85766121
442,12/9/2012 10:00,86350888
443,12/9/2012 11:00,86938307
444,12/9/2012 12:00,87528384
445,12/9/2012 13:00,88121125
446,12/9/2012 14:00,88716536
447,12/9/2012 15:00,89314623
448,12/9/2012 16:00,89915392
449,12/9/2012 17:00,90518849
450,12/9/2012 18:00,91125000
451,12/9/2012 19:00,91733851
452,12/9/2012 20:00,92345408
453,12/9/2012 21:00,92959677
454,12/9/2012 22:00,93576664
455,12/9/2012 23:00,94196375
456,13-09-2012 00:00,94818816
457,13-09-2012 01:00,95443993
458,13-09-2012 02:00,96071912
459,13-09-2012 03:00,96702579
460,13-09-2012 04:00,97336000
461,13-09-2012 05:00,97972181
462,13-09-2012 06:00,98611128
463,13-09-2012 07:00,99252847
464,13-09-2012 08:00,99897344
465,13-09-2012 09:00,100544625
466,13-09-2012 10:00,101194696
467,13-09-2012 11:00,101847563
468,13-09-2012 12:00,102503232
469,13-09-2012 13:00,103161709
470,13-09-2012 14:00,103823000
471,13-09-2012 15:00,104487111
472,13-09-2012 16:00,105154048
473,13-09-2012 17:00,105823817
474,13-09-2012 18:00,106496424
475,13-09-2012 19:00,107171875
476,13-09-2012 20:00,107850176
477,13-09-2012 21:00,108531333
478,13-09-2012 22:00,109215352
479,13-09-2012 23:00,109902239
480,14-09-2012 00:00,110592000
481,14-09-2012 01:00,111284641
482,14-09-2012 02:00,111980168
483,14-09-2012 03:00,112678587
484,14-09-2012 04:00,113379904
485,14-09-2012 05:00,114084125
486,14-09-2012 06:00,114791256
487,14-09-2012 07:00,115501303
488,14-09-2012 08:00,116214272
489,14-09-2012 09:00,116930169
490,14-09-2012 10:00,117649000
491,14-09-2012 11:00,118370771
492,14-09-2012 12:00,119095488
493,14-09-2012 13:00,119823157
494,14-09-2012 14:00,120553784
495,14-09-2012 15:00,121287375
496,14-09-2012 16:00,122023936
497,14-09-2012 17:00,122763473
498,14-09-2012 18:00,123505992
499,14-09-2012 19:00,124251499
500,14-09-2012 20:00,125000000
501,14-09-2012 21:00,125751501
502,14-09-2012 22:00,126506008
503,14-09-2012 23:00,127263527
504,15-09-2012 00:00,128024064
505,15-09-2012 01:00,128787625
506,15-09-2012 02:00,129554216
507,15-09-2012 03:00,130323843
508,15-09-2012 04:00,131096512
509,15-09-2012 05:00,131872229
510,15-09-2012 06:00,132651000
511,15-09-2012 07:00,133432831
512,15-09-2012 08:00,134217728
513,15-09-2012 09:00,135005697
514,15-09-2012 10:00,135796744
515,15-09-2012 11:00,136590875
516,15-09-2012 12:00,137388096
517,15-09-2012 13:00,138188413
518,15-09-2012 14:00,138991832
519,15-09-2012 15:00,139798359
520,15-09-2012 16:00,140608000
521,15-09-2012 17:00,141420761
522,15-09-2012 18:00,142236648
523,15-09-2012 19:00,143055667
524,15-09-2012 20:00,143877824
525,15-09-2012 21:00,144703125
526,15-09-2012 22:00,145531576
527,15-09-2012 23:00,146363183
528,16-09-2012 00:00,147197952
529,16-09-2012 01:00,148035889
530,16-09-2012 02:00,148877000
531,16-09-2012 03:00,149721291
532,16-09-2012 04:00,150568768
533,16-09-2012 05:00,151419437
534,16-09-2012 06:00,152273304
535,16-09-2012 07:00,153130375
536,16-09-2012 08:00,153990656
537,16-09-2012 09:00,154854153
538,16-09-2012 10:00,155720872
539,16-09-2012 11:00,156590819
540,16-09-2012 12:00,157464000
541,16-09-2012 13:00,158340421
542,16-09-2012 14:00,159220088
543,16-09-2012 15:00,160103007
544,16-09-2012 16:00,160989184
545,16-09-2012 17:00,161878625
546,16-09-2012 18:00,162771336
547,16-09-2012 19:00,163667323
548,16-09-2012 20:00,164566592
549,16-09-2012 21:00,165469149
550,16-09-2012 22:00,166375000
551,16-09-2012 23:00,167284151
552,17-09-2012 00:00,168196608
553,17-09-2012 01:00,169112377
554,17-09-2012 02:00,170031464
555,17-09-2012 03:00,170953875
556,17-09-2012 04:00,171879616
557,17-09-2012 05:00,172808693
558,17-09-2012 06:00,173741112
559,17-09-2012 07:00,174676879
560,17-09-2012 08:00,175616000
561,17-09-2012 09:00,176558481
562,17-09-2012 10:00,177504328
563,17-09-2012 11:00,178453547
564,17-09-2012 12:00,179406144
565,17-09-2012 13:00,180362125
566,17-09-2012 14:00,181321496
567,17-09-2012 15:00,182284263
568,17-09-2012 16:00,183250432
569,17-09-2012 17:00,184220009
570,17-09-2012 18:00,185193000
571,17-09-2012 19:00,186169411
572,17-09-2012 20:00,187149248
573,17-09-2012 21:00,188132517
574,17-09-2012 22:00,189119224
575,17-09-2012 23:00,190109375
576,18-09-2012 00:00,191102976
577,18-09-2012 01:00,192100033
578,18-09-2012 02:00,193100552
579,18-09-2012 03:00,194104539
580,18-09-2012 04:00,195112000
581,18-09-2012 05:00,196122941
582,18-09-2012 06:00,197137368
583,18-09-2012 07:00,198155287
584,18-09-2012 08:00,199176704
585,18-09-2012 09:00,200201625
586,18-09-2012 10:00,201230056
587,18-09-2012 11:00,202262003
588,18-09-2012 12:00,203297472
589,18-09-2012 13:00,204336469
590,18-09-2012 14:00,205379000
591,18-09-2012 15:00,206425071
592,18-09-2012 16:00,207474688
593,18-09-2012 17:00,208527857
594,18-09-2012 18:00,209584584
595,18-09-2012 19:00,210644875
596,18-09-2012 20:00,211708736
597,18-09-2012 21:00,212776173
598,18-09-2012 22:00,213847192
599,18-09-2012 23:00,214921799
600,19-09-2012 00:00,216000000
601,19-09-2012 01:00,217081801
602,19-09-2012 02:00,218167208
603,19-09-2012 03:00,219256227
604,19-09-2012 04:00,220348864
605,19-09-2012 05:00,221445125
606,19-09-2012 06:00,222545016
607,19-09-2012 07:00,223648543
608,19-09-2012 08:00,224755712
609,19-09-2012 09:00,225866529
610,19-09-2012 10:00,226981000
611,19-09-2012 11:00,228099131
612,19-09-2012 12:00,229220928
613,19-09-2012 13:00,230346397
614,19-09-2012 14:00,231475544
615,19-09-2012 15:00,232608375
616,19-09-2012 16:00,233744896
617,19-09-2012 17:00,234885113
618,19-09-2012 18:00,236029032
619,19-09-2012 19:00,237176659
620,19-09-2012 20:00,238328000
621,19-09-2012 21:00,239483061
622,19-09-2012 22:00,240641848
623,19-09-2012 23:00,241804367
624,20-09-2012 00:00,242970624
625,20-09-2012 01:00,244140625
626,20-09-2012 02:00,245314376
627,20-09-2012 03:00,246491883
628,20-09-2012 04:00,247673152
629,20-09-2012 05:00,248858189
630,20-09-2012 06:00,250047000
631,20-09-2012 07:00,251239591
632,20-09-2012 08:00,252435968
633,20-09-2012 09:00,253636137
634,20-09-2012 10:00,254840104
635,20-09-2012 11:00,256047875
636,20-09-2012 12:00,257259456
637,20-09-2012 13:00,258474853
638,20-09-2012 14:00,259694072
639,20-09-2012 15:00,260917119
640,20-09-2012 16:00,262144000
641,20-09-2012 17:00,263374721
642,20-09-2012 18:00,264609288
643,20-09-2012 19:00,265847707
644,20-09-2012 20:00,267089984
645,20-09-2012 21:00,268336125
646,20-09-2012 22:00,269586136
647,20-09-2012 23:00,270840023
648,21-09-2012 00:00,272097792
649,21-09-2012 01:00,273359449
650,21-09-2012 02:00,274625000
651,21-09-2012 03:00,275894451
652,21-09-2012 04:00,277167808
653,21-09-2012 05:00,278445077
654,21-09-2012 06:00,279726264
655,21-09-2012 07:00,281011375
656,21-09-2012 08:00,282300416
657,21-09-2012 09:00,283593393
658,21-09-2012 10:00,284890312
659,21-09-2012 11:00,286191179
660,21-09-2012 12:00,287496000
661,21-09-2012 13:00,288804781
662,21-09-2012 14:00,290117528
663,21-09-2012 15:00,291434247
664,21-09-2012 16:00,292754944
665,21-09-2012 17:00,294079625
666,21-09-2012 18:00,295408296
667,21-09-2012 19:00,296740963
668,21-09-2012 20:00,298077632
669,21-09-2012 21:00,299418309
670,21-09-2012 22:00,300763000
671,21-09-2012 23:00,302111711
672,22-09-2012 00:00,303464448
673,22-09-2012 01:00,304821217
674,22-09-2012 02:00,306182024
675,22-09-2012 03:00,307546875
676,22-09-2012 04:00,308915776
677,22-09-2012 05:00,310288733
678,22-09-2012 06:00,311665752
679,22-09-2012 07:00,313046839
680,22-09-2012 08:00,314432000
681,22-09-2012 09:00,315821241
682,22-09-2012 10:00,317214568
683,22-09-2012 11:00,318611987
684,22-09-2012 12:00,320013504
685,22-09-2012 13:00,321419125
686,22-09-2012 14:00,322828856
687,22-09-2012 15:00,324242703
688,22-09-2012 16:00,325660672
689,22-09-2012 17:00,327082769
690,22-09-2012 18:00,328509000
691,22-09-2012 19:00,329939371
692,22-09-2012 20:00,331373888
693,22-09-2012 21:00,332812557
694,22-09-2012 22:00,334255384
695,22-09-2012 23:00,335702375
696,23-09-2012 00:00,337153536
697,23-09-2012 01:00,338608873
698,23-09-2012 02:00,340068392
699,23-09-2012 03:00,341532099
700,23-09-2012 04:00,343000000
701,23-09-2012 05:00,344472101
702,23-09-2012 06:00,345948408
703,23-09-2012 07:00,347428927
704,23-09-2012 08:00,348913664
705,23-09-2012 09:00,350402625
706,23-09-2012 10:00,351895816
707,23-09-2012 11:00,353393243
708,23-09-2012 12:00,354894912
709,23-09-2012 13:00,356400829
710,23-09-2012 14:00,357911000
711,23-09-2012 15:00,359425431
712,23-09-2012 16:00,360944128
713,23-09-2012 17:00,362467097
714,23-09-2012 18:00,363994344
715,23-09-2012 19:00,365525875
716,23-09-2012 20:00,367061696
717,23-09-2012 21:00,368601813
718,23-09-2012 22:00,370146232
719,23-09-2012 23:00,371694959
720,24-09-2012 00:00,373248000
721,24-09-2012 01:00,374805361
722,24-09-2012 02:00,376367048
723,24-09-2012 03:00,377933067
724,24-09-2012 04:00,379503424
725,24-09-2012 05:00,381078125
726,24-09-2012 06:00,382657176
727,24-09-2012 07:00,384240583
728,24-09-2012 08:00,385828352
729,24-09-2012 09:00,387420489
730,24-09-2012 10:00,389017000
731,24-09-2012 11:00,390617891
732,24-09-2012 12:00,392223168
733,24-09-2012 13:00,393832837
734,24-09-2012 14:00,395446904
735,24-09-2012 15:00,397065375
736,24-09-2012 16:00,398688256
737,24-09-2012 17:00,400315553
738,24-09-2012 18:00,401947272
739,24-09-2012 19:00,403583419
740,24-09-2012 20:00,405224000
741,24-09-2012 21:00,406869021
742,24-09-2012 22:00,408518488
743,24-09-2012 23:00,410172407
744,25-09-2012 00:00,411830784
745,25-09-2012 01:00,413493625
746,25-09-2012 02:00,415160936
747,25-09-2012 03:00,416832723
748,25-09-2012 04:00,418508992
749,25-09-2012 05:00,420189749
750,25-09-2012 06:00,421875000
751,25-09-2012 07:00,423564751
752,25-09-2012 08:00,425259008
753,25-09-2012 09:00,426957777
754,25-09-2012 10:00,428661064
755,25-09-2012 11:00,430368875
756,25-09-2012 12:00,432081216
757,25-09-2012 13:00,433798093
758,25-09-2012 14:00,435519512
759,25-09-2012 15:00,437245479
760,25-09-2012 16:00,438976000
761,25-09-2012 17:00,440711081
762,25-09-2012 18:00,442450728
763,25-09-2012 19:00,444194947
764,25-09-2012 20:00,445943744
765,25-09-2012 21:00,447697125
766,25-09-2012 22:00,449455096
767,25-09-2012 23:00,451217663
768,26-09-2012 00:00,452984832
769,26-09-2012 01:00,454756609
770,26-09-2012 02:00,456533000
771,26-09-2012 03:00,458314011
772,26-09-2012 04:00,460099648
773,26-09-2012 05:00,461889917
774,26-09-2012 06:00,463684824
775,26-09-2012 07:00,465484375
776,26-09-2012 08:00,467288576
777,26-09-2012 09:00,469097433
778,26-09-2012 10:00,470910952
779,26-09-2012 11:00,472729139
780,26-09-2012 12:00,474552000
781,26-09-2012 13:00,476379541
782,26-09-2012 14:00,478211768
783,26-09-2012 15:00,480048687
784,26-09-2012 16:00,481890304
785,26-09-2012 17:00,483736625
786,26-09-2012 18:00,485587656
787,26-09-2012 19:00,487443403
788,26-09-2012 20:00,489303872
789,26-09-2012 21:00,491169069
790,26-09-2012 22:00,493039000
791,26-09-2012 23:00,494913671
792,27-09-2012 00:00,496793088
793,27-09-2012 01:00,498677257
794,27-09-2012 02:00,500566184
795,27-09-2012 03:00,502459875
796,27-09-2012 04:00,504358336
797,27-09-2012 05:00,506261573
798,27-09-2012 06:00,508169592
799,27-09-2012 07:00,510082399
800,27-09-2012 08:00,512000000
801,27-09-2012 09:00,513922401
802,27-09-2012 10:00,515849608
803,27-09-2012 11:00,517781627
804,27-09-2012 12:00,519718464
805,27-09-2012 13:00,521660125
806,27-09-2012 14:00,523606616
807,27-09-2012 15:00,525557943
808,27-09-2012 16:00,527514112
809,27-09-2012 17:00,529475129
810,27-09-2012 18:00,531441000
811,27-09-2012 19:00,533411731
812,27-09-2012 20:00,535387328
813,27-09-2012 21:00,537367797
814,27-09-2012 22:00,539353144
815,27-09-2012 23:00,541343375
816,28-09-2012 00:00,543338496
817,28-09-2012 01:00,545338513
818,28-09-2012 02:00,547343432
819,28-09-2012 03:00,549353259
820,28-09-2012 04:00,551368000
821,28-09-2012 05:00,553387661
822,28-09-2012 06:00,555412248
823,28-09-2012 07:00,557441767
824,28-09-2012 08:00,559476224
825,28-09-2012 09:00,561515625
826,28-09-2012 10:00,563559976
827,28-09-2012 11:00,565609283
